,household_key,WEEK_NO_BINNED,SALES_VALUE,COUPON_DISC,COUPON_DISC_BOOL
38,5,"(72, 84]",97.7,0.0,0.0
39,5,"(84, 96]",40.59107142857144,,
40,6,"(0, 12]",0.0,0.0,0.0
41,6,"(12, 24]",726.2400000000007,0.0,0.0
42,6,"(24, 36]",845.72,-0.55,1.0
43,6,"(36, 48]",964.8000000000006,0.0,0.0
44,6,"(48, 60]",912.4200000000008,0.0,0.0
45,6,"(60, 72]",809.1300000000008,-2.0,1.0
46,6,"(72, 84]",826.610000000001,-1.0,1.0
47,6,"(84, 96]",653.813214285715,,
48,7,"(0, 12]",206.91000000000005,0.0,0.0
49,7,"(12, 24]",22.55,0.0,0.0
50,7,"(24, 36]",372.49,-2.25,1.0
51,7,"(36, 48]",277.36000000000007,-3.75,1.0
52,7,"(48, 60]",423.7500000000002,-0.75,1.0
53,7,"(60, 72]",486.6100000000004,-4.25,1.0
54,7,"(72, 84]",530.8300000000003,-5.0,1.0
55,7,"(84, 96]",331.5000000000001,,
56,8,"(0, 12]",288.7500000000001,-0.5,1.0
57,8,"(12, 24]",510.77,-4.5,1.0
58,8,"(24, 36]",613.0099999999999,-9.0,1.0
59,8,"(36, 48]",511.4300000000001,0.0,0.0
60,8,"(48, 60]",790.3,-1.7,1.0
61,8,"(60, 72]",629.9500000000005,-7.35,1.0
62,8,"(72, 84]",769.6900000000003,-3.0,1.0
63,8,"(84, 96]",492.9717857142859,,
64,9,"(0, 12]",0.0,0.0,0.0
65,9,"(12, 24]",61.150000000000006,0.0,0.0
66,9,"(24, 36]",8.98,0.0,0.0
67,9,"(36, 48]",39.6,0.0,0.0
68,9,"(48, 60]",240.26,0.0,0.0
69,9,"(60, 72]",152.39999999999998,-1.1,1.0
70,9,"(72, 84]",22.97,0.0,0.0
71,9,"(84, 96]",75.05142857142857,,
72,10,"(0, 12]",0.0,0.0,0.0
73,10,"(12, 24]",133.98000000000002,0.0,0.0
74,10,"(24, 36]",0.0,0.0,0.0
75,10,"(36, 48]",0.0,0.0,0.0
76,10,"(48, 60]",0.0,0.0,0.0
77,10,"(60, 72]",29.96,0.0,0.0
78,10,"(72, 84]",0.0,0.0,0.0
79,10,"(84, 96]",23.420000000000005,,
80,11,"(0, 12]",0.0,0.0,0.0
81,11,"(12, 24]",18.05,0.0,0.0
82,11,"(24, 36]",5.29,0.0,0.0
83,11,"(36, 48]",0.0,0.0,0.0
84,11,"(48, 60]",10.05,0.0,0.0
85,11,"(60, 72]",0.0,0.0,0.0
86,11,"(72, 84]",0.0,0.0,0.0
87,11,"(84, 96]",4.7700000000000005,,
88,12,"(0, 12]",46.58,0.0,0.0
89,12,"(12, 24]",37.27,0.0,0.0
90,12,"(24, 36]",0.0,0.0,0.0
91,12,"(36, 48]",32.18,0.0,0.0
92,12,"(48, 60]",75.24,0.0,0.0
93,12,"(60, 72]",0.0,0.0,0.0
94,12,"(72, 84]",74.94,0.0,0.0
95,12,"(84, 96]",28.205714285714286,,
96,13,"(0, 12]",0.0,0.0,0.0
97,13,"(12, 24]",1755.4700000000012,-52.78999999999999,1.0
98,13,"(24, 36]",1658.3400000000015,-32.879999999999995,1.0
99,13,"(36, 48]",1744.8100000000009,-44.41999999999999,1.0
100,13,"(48, 60]",1597.9400000000012,-29.8,1.0
101,13,"(60, 72]",1774.500000000001,-43.85,1.0
102,13,"(72, 84]",1607.3399999999997,-46.24999999999999,1.0
103,13,"(84, 96]",1238.4228571428575,,
104,14,"(0, 12]",244.78000000000011,-3.5,1.0
105,14,"(12, 24]",332.30999999999995,0.0,0.0
106,14,"(24, 36]",36.53,0.0,0.0
107,14,"(36, 48]",167.97,0.0,0.0
108,14,"(48, 60]",715.3899999999995,-7.390000000000001,1.0
109,14,"(60, 72]",467.43000000000006,-4.25,1.0
110,14,"(72, 84]",267.53,-1.19,1.0
111,14,"(84, 96]",268.42607142857133,,
112,15,"(0, 12]",113.4,0.0,0.0
113,15,"(12, 24]",7.58,0.0,0.0
114,15,"(24, 36]",40.88,0.0,0.0
115,15,"(36, 48]",119.55999999999996,0.0,0.0
116,15,"(48, 60]",40.85,0.0,0.0
117,15,"(60, 72]",156.03,-2.5,1.0
118,15,"(72, 84]",187.17,0.0,0.0
119,15,"(84, 96]",95.06714285714284,,
120,16,"(0, 12]",0.0,0.0,0.0
121,16,"(12, 24]",363.06,0.0,0.0
122,16,"(24, 36]",294.06999999999994,0.0,0.0
123,16,"(36, 48]",420.78,0.0,0.0
124,16,"(48, 60]",275.07,0.0,0.0
125,16,"(60, 72]",83.02,0.0,0.0
126,16,"(72, 84]",35.45,0.0,0.0
127,16,"(84, 96]",54.45392857142858,,
128,17,"(0, 12]",808.0000000000003,-44.0,1.0
129,17,"(12, 24]",725.5500000000002,-28.0,1.0
130,17,"(24, 36]",733.5900000000001,-3.0,1.0
131,17,"(36, 48]",942.25,0.0,0.0
132,17,"(48, 60]",541.2600000000001,0.0,0.0
133,17,"(60, 72]",507.43,-1.5,1.0
134,17,"(72, 84]",323.98999999999995,0.0,0.0
135,17,"(84, 96]",104.36928571428541,,
136,18,"(0, 12]",0.0,0.0,0.0
137,18,"(12, 24]",686.7300000000008,-2.0,1.0
138,18,"(24, 36]",698.6900000000005,-10.6,1.0
139,18,"(36, 48]",1025.9,-5.9,1.0
140,18,"(48, 60]",847.4300000000009,-8.6,1.0
141,18,"(60, 72]",1037.0600000000004,-4.55,1.0
142,18,"(72, 84]",944.0300000000004,-15.930000000000003,1.0
143,18,"(84, 96]",748.548571428572,,
144,19,"(0, 12]",169.16999999999996,0.0,0.0
145,19,"(12, 24]",870.0000000000002,0.0,0.0
146,19,"(24, 36]",1098.24,0.0,0.0
147,19,"(36, 48]",947.43,0.0,0.0
148,19,"(48, 60]",1261.68,-1.35,1.0
149,19,"(60, 72]",2053.5200000000027,-2.0,1.0
150,19,"(72, 84]",2413.999999999998,-8.39,1.0
151,19,"(84, 96]",1259.1485714285716,,
152,20,"(0, 12]",9.65,0.0,0.0
153,20,"(12, 24]",68.79,-2.6,1.0
154,20,"(24, 36]",562.9200000000004,-4.0,1.0
155,20,"(36, 48]",1225.3300000000024,-7.75,1.0
156,20,"(48, 60]",1356.2300000000012,-2.9000000000000004,1.0
157,20,"(60, 72]",1295.5600000000009,0.0,0.0
158,20,"(72, 84]",1285.11,-0.75,1.0
159,20,"(84, 96]",829.0842857142864,,
160,21,"(0, 12]",22.21,0.0,0.0
161,21,"(12, 24]",71.78,0.0,0.0
162,21,"(24, 36]",49.99,0.0,0.0
163,21,"(36, 48]",0.0,0.0,0.0
164,21,"(48, 60]",67.18,-1.0,1.0
165,21,"(60, 72]",182.1399999999999,0.0,0.0
166,21,"(72, 84]",257.21000000000004,0.0,0.0
167,21,"(84, 96]",92.92999999999999,,
168,22,"(0, 12]",531.0800000000003,-5.35,1.0
169,22,"(12, 24]",597.9400000000002,-1.0,1.0
170,22,"(24, 36]",732.5000000000002,-5.8,1.0
171,22,"(36, 48]",621.8800000000001,-1.0,1.0
172,22,"(48, 60]",626.7800000000001,-6.8,1.0
173,22,"(60, 72]",864.7800000000002,-10.0,1.0
174,22,"(72, 84]",841.110000000001,-16.1,1.0
175,22,"(84, 96]",489.51035714285746,,
176,23,"(0, 12]",0.0,0.0,0.0
177,23,"(12, 24]",559.0800000000003,0.0,0.0
178,23,"(24, 36]",546.0100000000003,0.0,0.0
179,23,"(36, 48]",733.5800000000005,0.0,0.0
180,23,"(48, 60]",354.43000000000023,0.0,0.0
181,23,"(60, 72]",227.74,0.0,0.0
182,23,"(72, 84]",218.47000000000008,0.0,0.0
183,23,"(84, 96]",167.21678571428578,,
184,24,"(0, 12]",175.13000000000005,0.0,0.0
185,24,"(12, 24]",612.4800000000006,0.0,0.0
186,24,"(24, 36]",312.86,0.0,0.0
187,24,"(36, 48]",91.27000000000002,0.0,0.0
188,24,"(48, 60]",12.07,0.0,0.0
189,24,"(60, 72]",0.0,0.0,0.0
190,24,"(72, 84]",0.0,0.0,0.0
191,24,"(84, 96]",-133.77857142857164,,
192,25,"(0, 12]",246.8700000000001,0.0,0.0
193,25,"(12, 24]",288.35,-1.0,1.0
194,25,"(24, 36]",349.69999999999993,-20.0,1.0
195,25,"(36, 48]",259.5600000000001,0.0,0.0
196,25,"(48, 60]",476.59000000000015,0.0,0.0
197,25,"(60, 72]",377.52000000000015,-8.879999999999999,1.0
198,25,"(72, 84]",740.6100000000005,-10.0,1.0
199,25,"(84, 96]",387.0625000000002,,
200,26,"(0, 12]",67.13,0.0,0.0
201,26,"(12, 24]",409.02000000000027,0.0,0.0
202,26,"(24, 36]",193.49,0.0,0.0
203,26,"(36, 48]",255.90000000000012,0.0,0.0
204,26,"(48, 60]",87.58,0.0,0.0
205,26,"(60, 72]",450.14,0.0,0.0
206,26,"(72, 84]",52.44000000000001,0.0,0.0
207,26,"(84, 96]",101.00642857142853,,
208,27,"(0, 12]",117.23000000000002,0.0,0.0
209,27,"(12, 24]",151.1,-0.55,1.0
210,27,"(24, 36]",94.59,0.0,0.0
211,27,"(36, 48]",955.5000000000018,-1.5,1.0
212,27,"(48, 60]",1168.8200000000008,-10.75,1.0
213,27,"(60, 72]",932.100000000002,-3.5,1.0
214,27,"(72, 84]",921.9700000000024,0.0,0.0
215,27,"(84, 96]",620.1871428571438,,
216,28,"(0, 12]",0.0,0.0,0.0
217,28,"(12, 24]",194.27,0.0,0.0
218,28,"(24, 36]",389.8700000000001,0.0,0.0
219,28,"(36, 48]",243.54,0.0,0.0
220,28,"(48, 60]",346.87999999999994,0.0,0.0
221,28,"(60, 72]",282.65000000000003,0.0,0.0
222,28,"(72, 84]",239.58000000000004,0.0,0.0
223,28,"(84, 96]",212.53964285714287,,
224,29,"(0, 12]",99.00999999999998,0.0,0.0
225,29,"(12, 24]",231.7,0.0,0.0
226,29,"(24, 36]",348.36000000000024,0.0,0.0
227,29,"(36, 48]",343.71000000000026,-2.99,1.0
228,29,"(48, 60]",104.13999999999996,0.0,0.0
229,29,"(60, 72]",57.440000000000005,-0.4,1.0
230,29,"(72, 84]",32.46,0.0,0.0
231,29,"(84, 96]",2.0167857142856747,,
232,30,"(0, 12]",221.9300000000001,-3.0,1.0
233,30,"(12, 24]",27.19,0.0,0.0
234,30,"(24, 36]",34.0,0.0,0.0
235,30,"(36, 48]",54.0,0.0,0.0
236,30,"(48, 60]",21.99,0.0,0.0
237,30,"(60, 72]",62.7,0.0,0.0
238,30,"(72, 84]",42.620000000000005,0.0,0.0
239,30,"(84, 96]",-18.139285714285805,,
240,31,"(0, 12]",0.0,0.0,0.0
241,31,"(12, 24]",263.69,-29.14,1.0
242,31,"(24, 36]",198.74000000000004,-12.64,1.0
243,31,"(36, 48]",162.71,-5.35,1.0
244,31,"(48, 60]",396.5600000000002,-20.950000000000003,1.0
245,31,"(60, 72]",549.8400000000001,-30.4,1.0
246,31,"(72, 84]",979.9300000000007,-85.96,1.0
247,31,"(84, 96]",364.4957142857144,,
248,32,"(0, 12]",241.95,0.0,0.0
249,32,"(12, 24]",620.2600000000004,0.0,0.0
250,32,"(24, 36]",553.0900000000003,-0.55,1.0
251,32,"(36, 48]",156.55999999999997,0.0,0.0
252,32,"(48, 60]",256.0,-2.0,1.0
253,32,"(60, 72]",526.7800000000003,0.0,0.0
254,32,"(72, 84]",467.05,-1.0,1.0
255,32,"(84, 96]",222.04035714285715,,
256,33,"(0, 12]",0.0,0.0,0.0
257,33,"(12, 24]",215.2800000000001,0.0,0.0
258,33,"(24, 36]",144.51,0.0,0.0
259,33,"(36, 48]",238.44,0.0,0.0
260,33,"(48, 60]",158.28,0.0,0.0
261,33,"(60, 72]",179.75,0.0,0.0
262,33,"(72, 84]",39.93,0.0,0.0
263,33,"(84, 96]",76.42428571428569,,
264,34,"(0, 12]",15.21,0.0,0.0
265,34,"(12, 24]",42.09000000000001,0.0,0.0
266,34,"(24, 36]",45.420000000000016,0.0,0.0
267,34,"(36, 48]",11.97,0.0,0.0
268,34,"(48, 60]",38.77,-1.0,1.0
269,34,"(60, 72]",4.470000000000001,0.0,0.0
270,34,"(72, 84]",81.65,0.0,0.0
271,34,"(84, 96]",34.22571428571429,,
272,35,"(0, 12]",106.55,-1.0,1.0
273,35,"(12, 24]",55.35000000000001,0.0,0.0
274,35,"(24, 36]",200.0,0.0,0.0
275,35,"(36, 48]",66.74000000000001,0.0,0.0
276,35,"(48, 60]",57.440000000000005,0.0,0.0
277,35,"(60, 72]",240.67000000000007,0.0,0.0
278,35,"(72, 84]",203.18,0.0,0.0
279,35,"(84, 96]",121.92035714285716,,
280,36,"(0, 12]",0.0,0.0,0.0
281,36,"(12, 24]",601.7200000000003,0.0,0.0
282,36,"(24, 36]",682.6500000000004,0.0,0.0
283,36,"(36, 48]",104.43,0.0,0.0
284,36,"(48, 60]",263.0300000000001,0.0,0.0
285,36,"(60, 72]",950.7200000000004,0.0,0.0
286,36,"(72, 84]",912.7899999999996,-1.35,1.0
287,36,"(84, 96]",502.1914285714287,,
288,37,"(0, 12]",0.0,0.0,0.0
289,37,"(12, 24]",154.78,0.0,0.0
290,37,"(24, 36]",277.33,0.0,0.0
291,37,"(36, 48]",510.51,0.0,0.0
292,37,"(48, 60]",693.05,0.0,0.0
293,37,"(60, 72]",245.77,-2.5,1.0
294,37,"(72, 84]",187.55,0.0,0.0
295,37,"(84, 96]",272.10821428571427,,
296,38,"(0, 12]",0.0,0.0,0.0
297,38,"(12, 24]",249.05,-2.5,1.0
298,38,"(24, 36]",188.78000000000003,0.0,0.0
299,38,"(36, 48]",27.75,0.0,0.0
300,38,"(48, 60]",100.95,0.0,0.0
301,38,"(60, 72]",30.67,0.0,0.0
302,38,"(72, 84]",108.93,0.0,0.0
303,38,"(84, 96]",29.24499999999999,,
304,39,"(0, 12]",716.8400000000004,0.0,0.0
305,39,"(12, 24]",1036.1100000000015,-2.25,1.0
306,39,"(24, 36]",532.5300000000001,-0.5,1.0
307,39,"(36, 48]",589.9500000000005,-0.6,1.0
308,39,"(48, 60]",449.4200000000004,-5.89,1.0
309,39,"(60, 72]",343.32000000000005,-2.0,1.0
310,39,"(72, 84]",506.8900000000002,-4.55,1.0
311,39,"(84, 96]",73.37499999999966,,
312,40,"(0, 12]",50.71000000000001,0.0,0.0
313,40,"(12, 24]",1355.1300000000017,-4.0,1.0
314,40,"(24, 36]",1623.390000000002,-3.0,1.0
315,40,"(36, 48]",1539.2700000000018,0.0,0.0
316,40,"(48, 60]",1972.1000000000024,-1.0,1.0
317,40,"(60, 72]",1285.4600000000012,0.0,0.0
318,40,"(72, 84]",1966.8600000000013,-7.25,1.0
319,40,"(84, 96]",1337.832142857144,,
320,41,"(0, 12]",56.92000000000001,0.0,0.0
321,41,"(12, 24]",238.97000000000008,0.0,0.0
322,41,"(24, 36]",174.0100000000001,0.0,0.0
323,41,"(36, 48]",313.45,0.0,0.0
324,41,"(48, 60]",351.64,0.0,0.0
325,41,"(60, 72]",625.04,0.0,0.0
326,41,"(72, 84]",546.2800000000001,0.0,0.0
327,41,"(84, 96]",329.4728571428572,,
328,42,"(0, 12]",0.0,0.0,0.0
329,42,"(12, 24]",248.37,-1.1,1.0
330,42,"(24, 36]",324.4699999999999,-5.65,1.0
331,42,"(36, 48]",276.34000000000003,-2.0,1.0
332,42,"(48, 60]",245.94,-2.0,1.0
333,42,"(60, 72]",313.25,-2.5,1.0
334,42,"(72, 84]",185.95999999999995,0.0,0.0
335,42,"(84, 96]",179.14250000000007,,
336,43,"(0, 12]",0.0,0.0,0.0
337,43,"(12, 24]",34.92000000000001,0.0,0.0
338,43,"(24, 36]",58.360000000000014,0.0,0.0
339,43,"(36, 48]",415.94999999999976,-3.35,1.0
340,43,"(48, 60]",205.61000000000004,-2.75,1.0
341,43,"(60, 72]",91.41,0.0,0.0
342,43,"(72, 84]",32.44,0.0,0.0
343,43,"(84, 96]",98.21535714285716,,
344,44,"(0, 12]",17.439999999999998,0.0,0.0
345,44,"(12, 24]",47.080000000000005,0.0,0.0
346,44,"(24, 36]",68.92999999999999,0.0,0.0
347,44,"(36, 48]",291.2800000000001,0.0,0.0
348,44,"(48, 60]",53.38,0.0,0.0
349,44,"(60, 72]",195.95000000000005,0.0,0.0
350,44,"(72, 84]",145.52,0.0,0.0
351,44,"(84, 96]",117.08285714285716,,
352,45,"(0, 12]",0.0,0.0,0.0
353,45,"(12, 24]",205.52000000000004,0.0,0.0
354,45,"(24, 36]",228.0900000000001,0.0,0.0
355,45,"(36, 48]",144.94,0.0,0.0
356,45,"(48, 60]",188.66000000000008,-2.0,1.0
357,45,"(60, 72]",24.22,0.0,0.0
358,45,"(72, 84]",9.16,0.0,0.0
359,45,"(84, 96]",17.054642857142852,,
360,46,"(0, 12]",324.5000000000001,-0.75,1.0
361,46,"(12, 24]",32.400000000000006,0.0,0.0
362,46,"(24, 36]",645.9400000000003,-1.25,1.0
363,46,"(36, 48]",1235.1100000000006,0.0,0.0
364,46,"(48, 60]",919.9300000000012,-2.98,1.0
365,46,"(60, 72]",1553.4800000000014,-4.5,1.0
366,46,"(72, 84]",1242.8700000000003,-3.5,1.0
367,46,"(84, 96]",850.6042857142862,,
368,47,"(0, 12]",0.0,0.0,0.0
369,47,"(12, 24]",289.8400000000002,0.0,0.0
370,47,"(24, 36]",286.6,0.0,0.0
371,47,"(36, 48]",289.47,0.0,0.0
372,47,"(48, 60]",337.16,0.0,0.0
373,47,"(60, 72]",495.9600000000003,0.0,0.0
374,47,"(72, 84]",278.73,0.0,0.0
375,47,"(84, 96]",280.44607142857154,,
376,48,"(0, 12]",0.0,0.0,0.0
377,48,"(12, 24]",217.69000000000003,0.0,0.0
378,48,"(24, 36]",20.81,0.0,0.0
379,48,"(36, 48]",26.06,0.0,0.0
380,48,"(48, 60]",10.18,0.0,0.0
381,48,"(60, 72]",466.52,-3.0,1.0
382,48,"(72, 84]",182.74000000000004,-2.5,1.0
383,48,"(84, 96]",132.0,,
384,49,"(0, 12]",85.26999999999997,0.0,0.0
385,49,"(12, 24]",413.45,0.0,0.0
386,49,"(24, 36]",310.91,0.0,0.0
387,49,"(36, 48]",1028.910000000001,-1.75,1.0
388,49,"(48, 60]",983.3600000000004,-0.5,1.0
389,49,"(60, 72]",1272.4200000000008,-8.59,1.0
390,49,"(72, 84]",890.9100000000004,-2.5,1.0
391,49,"(84, 96]",712.1757142857148,,
392,50,"(0, 12]",0.0,0.0,0.0
393,50,"(12, 24]",116.05999999999996,0.0,0.0
394,50,"(24, 36]",19.130000000000003,0.0,0.0
395,50,"(36, 48]",0.0,0.0,0.0
396,50,"(48, 60]",19.57,0.0,0.0
397,50,"(60, 72]",13.34,0.0,0.0
398,50,"(72, 84]",76.3,0.0,0.0
399,50,"(84, 96]",20.017857142857153,,
400,51,"(0, 12]",287.89,-0.55,1.0
401,51,"(12, 24]",176.80999999999997,0.0,0.0
402,51,"(24, 36]",245.00000000000003,0.0,0.0
403,51,"(36, 48]",497.4799999999998,0.0,0.0
404,51,"(48, 60]",456.12,0.0,0.0
405,51,"(60, 72]",430.66000000000014,0.0,0.0
406,51,"(72, 84]",449.43000000000006,0.0,0.0
407,51,"(84, 96]",310.6107142857143,,
408,52,"(0, 12]",134.99999999999997,-1.0,1.0
409,52,"(12, 24]",711.5800000000006,0.0,0.0
410,52,"(24, 36]",426.3800000000001,0.0,0.0
411,52,"(36, 48]",644.3100000000005,0.0,0.0
412,52,"(48, 60]",741.9200000000006,0.0,0.0
413,52,"(60, 72]",874.0900000000012,0.0,0.0
414,52,"(72, 84]",712.4,0.0,0.0
415,52,"(84, 96]",557.4871428571433,,
416,53,"(0, 12]",9.67,0.0,0.0
417,53,"(12, 24]",227.89000000000004,0.0,0.0
418,53,"(24, 36]",159.73000000000002,0.0,0.0
419,53,"(36, 48]",275.38,-1.5,1.0
420,53,"(48, 60]",228.72000000000003,0.0,0.0
421,53,"(60, 72]",357.83,0.0,0.0
422,53,"(72, 84]",238.04000000000005,0.0,0.0
423,53,"(84, 96]",213.8942857142857,,
424,54,"(0, 12]",9.97,0.0,0.0
425,54,"(12, 24]",12.13,0.0,0.0
426,54,"(24, 36]",2.65,0.0,0.0
427,54,"(36, 48]",31.97,0.0,0.0
428,54,"(48, 60]",5.34,0.0,0.0
429,54,"(60, 72]",41.03,0.0,0.0
430,54,"(72, 84]",0.0,0.0,0.0
431,54,"(84, 96]",14.727142857142857,,
432,55,"(0, 12]",37.790000000000006,0.0,0.0
433,55,"(12, 24]",97.49,0.0,0.0
434,55,"(24, 36]",297.06000000000006,0.0,0.0
435,55,"(36, 48]",126.19,0.0,0.0
436,55,"(48, 60]",89.33000000000001,0.0,0.0
437,55,"(60, 72]",107.89999999999992,0.0,0.0
438,55,"(72, 84]",64.49000000000001,0.0,0.0
439,55,"(84, 96]",47.14535714285712,,
440,56,"(0, 12]",0.0,0.0,0.0
441,56,"(12, 24]",292.7800000000001,0.0,0.0
442,56,"(24, 36]",883.8000000000009,-14.08,1.0
443,56,"(36, 48]",1163.0600000000013,-2.35,1.0
444,56,"(48, 60]",1129.2199999999998,0.0,0.0
445,56,"(60, 72]",1031.2400000000005,-5.0,1.0
446,56,"(72, 84]",643.4700000000001,-13.05,1.0
447,56,"(84, 96]",734.7957142857147,,
448,57,"(0, 12]",158.62999999999997,0.0,0.0
449,57,"(12, 24]",380.1400000000001,-2.0,1.0
450,57,"(24, 36]",351.2200000000002,0.0,0.0
451,57,"(36, 48]",805.0200000000003,-3.84,1.0
452,57,"(48, 60]",168.24999999999997,0.0,0.0
453,57,"(60, 72]",145.01,0.0,0.0
454,57,"(72, 84]",426.72,0.0,0.0
455,57,"(84, 96]",190.11071428571427,,
456,58,"(0, 12]",55.16000000000001,0.0,0.0
457,58,"(12, 24]",1523.7500000000014,-15.15,1.0
458,58,"(24, 36]",1461.0100000000004,-15.65,1.0
459,58,"(36, 48]",1167.1100000000008,-11.45,1.0
460,58,"(48, 60]",1075.020000000001,-2.55,1.0
461,58,"(60, 72]",1722.3900000000017,0.0,0.0
462,58,"(72, 84]",1530.7800000000016,-0.4,1.0
463,58,"(84, 96]",1085.1746428571444,,
464,59,"(0, 12]",66.28999999999999,0.0,0.0
465,59,"(12, 24]",208.3,0.0,0.0
466,59,"(24, 36]",164.82999999999998,-1.1,1.0
467,59,"(36, 48]",151.85000000000005,-0.35,1.0
468,59,"(48, 60]",284.27,-7.599999999999999,1.0
469,59,"(60, 72]",414.7000000000001,-0.8,1.0
470,59,"(72, 84]",111.08,-1.5,1.0
471,59,"(84, 96]",200.18857142857146,,
472,60,"(0, 12]",0.0,0.0,0.0
473,60,"(12, 24]",265.22,0.0,0.0
474,60,"(24, 36]",31.56000000000001,0.0,0.0
475,60,"(36, 48]",0.0,0.0,0.0
476,60,"(48, 60]",0.0,0.0,0.0
477,60,"(60, 72]",0.0,0.0,0.0
478,60,"(72, 84]",0.0,0.0,0.0
479,60,"(84, 96]",42.39714285714286,,
480,61,"(0, 12]",20.0,0.0,0.0
481,61,"(12, 24]",60.77,0.0,0.0
482,61,"(24, 36]",57.9,0.0,0.0
483,61,"(36, 48]",0.0,0.0,0.0
484,61,"(48, 60]",20.92,0.0,0.0
485,61,"(60, 72]",7.96,0.0,0.0
486,61,"(72, 84]",0.0,0.0,0.0
487,61,"(84, 96]",-9.739285714285721,,
488,62,"(0, 12]",16.04,0.0,0.0
489,62,"(12, 24]",27.67,0.0,0.0
490,62,"(24, 36]",13.86,0.0,0.0
491,62,"(36, 48]",22.18,0.0,0.0
492,62,"(48, 60]",116.57000000000004,-0.3,1.0
493,62,"(60, 72]",82.13,-1.75,1.0
494,62,"(72, 84]",28.28,0.0,0.0
495,62,"(84, 96]",43.81857142857143,,
496,63,"(0, 12]",0.0,0.0,0.0
497,63,"(12, 24]",146.58999999999995,0.0,0.0
498,63,"(24, 36]",105.84,0.0,0.0
499,63,"(36, 48]",50.18,0.0,0.0
500,63,"(48, 60]",52.57000000000001,0.0,0.0
501,63,"(60, 72]",27.01,0.0,0.0
502,63,"(72, 84]",84.51,0.0,0.0
503,63,"(84, 96]",29.16785714285716,,
504,64,"(0, 12]",400.79,0.0,0.0
505,64,"(12, 24]",8.84,0.0,0.0
506,64,"(24, 36]",240.72,0.0,0.0
507,64,"(36, 48]",421.96000000000026,-0.55,1.0
508,64,"(48, 60]",501.54000000000025,-0.5,1.0
509,64,"(60, 72]",408.3900000000001,0.0,0.0
510,64,"(72, 84]",604.5300000000005,0.0,0.0
511,64,"(84, 96]",363.8200000000003,,
512,65,"(0, 12]",125.32000000000004,0.0,0.0
513,65,"(12, 24]",233.75,0.0,0.0
514,65,"(24, 36]",169.89,0.0,0.0
515,65,"(36, 48]",318.66,0.0,0.0
516,65,"(48, 60]",196.37,0.0,0.0
517,65,"(60, 72]",318.32000000000016,0.0,0.0
518,65,"(72, 84]",355.69999999999993,-3.49,1.0
519,65,"(84, 96]",217.72500000000002,,
520,66,"(0, 12]",0.0,0.0,0.0
521,66,"(12, 24]",165.12,0.0,0.0
522,66,"(24, 36]",54.34,0.0,0.0
523,66,"(36, 48]",72.75999999999999,0.0,0.0
524,66,"(48, 60]",17.029999999999998,0.0,0.0
525,66,"(60, 72]",26.869999999999997,0.0,0.0
526,66,"(72, 84]",0.67,0.0,0.0
527,66,"(84, 96]",-9.35071428571429,,
528,67,"(0, 12]",0.0,0.0,0.0
529,67,"(12, 24]",1239.0900000000013,-19.290000000000003,1.0
530,67,"(24, 36]",1170.880000000001,-26.97000000000001,1.0
531,67,"(36, 48]",972.0700000000008,-27.94,1.0
532,67,"(48, 60]",619.6500000000003,-12.69,1.0
533,67,"(60, 72]",1012.4400000000009,-33.94,1.0
